# Omega_m      Omega_b         h            n_s       sigma_8       M_nu           fR0
2.606955e-01 6.240623e-02 5.437923e-01 8.033081e-01 8.072784e-01 8.263555e-01 -2.718252e-04
4.176152e-01 4.188906e-02 8.618498e-01 1.099806e+00 7.518025e-01 5.901162e-02 -1.185598e-04
3.996877e-01 5.607582e-02 6.146299e-01 9.902244e-01 6.819788e-01 4.461640e-01 -2.156083e-04
1.286293e-01 3.587145e-02 7.793907e-01 1.106641e+00 9.280778e-01 6.886349e-01 -6.226752e-05
1.052585e-01 6.717672e-02 6.453088e-01 1.065461e+00 6.018059e-01 5.526723e-01 -2.995723e-04
3.730699e-01 4.728455e-02 7.616024e-01 8.314170e-01 9.572803e-01 3.344605e-01 -1.470532e-04
4.410706e-01 5.069006e-02 5.150726e-01 1.128548e+00 8.780820e-01 1.937512e-01 -2.058648e-04
2.872515e-01 3.111069e-02 8.784601e-01 9.745790e-01 7.319815e-01 9.389499e-01 -5.327000e-05
2.283089e-01 5.925108e-02 7.487944e-01 9.253152e-01 7.965630e-01 6.955350e-01 -1.854032e-04
4.992213e-01 3.879253e-02 6.572871e-01 1.171569e+00 8.379139e-01 4.390222e-01 -3.388883e-05
3.172527e-01 6.292006e-02 8.162132e-01 8.680907e-01 9.204343e-01 8.186316e-02 -2.416841e-04
1.602838e-01 4.277431e-02 5.780515e-01 1.035045e+00 6.634574e-01 8.032623e-01 -9.009890e-05
1.595510e-01 6.281843e-02 6.338259e-01 9.218046e-01 7.705209e-01 3.327576e-01 -2.733530e-04
3.179847e-01 4.273003e-02 7.722023e-01 1.175063e+00 8.135562e-01 5.543147e-01 -1.261049e-04
4.984884e-01 5.930509e-02 5.015385e-01 8.848887e-01 9.468578e-01 9.406306e-01 -2.171430e-04
2.290409e-01 3.890389e-02 8.928682e-01 1.018227e+00 6.881966e-01 1.920100e-01 -6.982409e-05
2.865203e-01 5.075384e-02 7.349798e-01 1.081462e+00 6.277902e-01 4.368881e-01 -1.603533e-04
4.418042e-01 3.119281e-02 6.717804e-01 8.154085e-01 9.816775e-01 6.977296e-01 -1.177105e-05
3.723386e-01 6.708487e-02 8.050357e-01 1.124235e+00 8.516980e-01 8.054790e-01 -2.541366e-04
1.059920e-01 4.721103e-02 5.885413e-01 9.788869e-01 7.071846e-01 7.970693e-02 -1.054787e-04
1.294597e-01 5.599308e-02 8.353187e-01 8.497670e-01 8.316817e-01 2.001262e-01 -1.693461e-04
3.988581e-01 3.580706e-02 5.703676e-01 1.053367e+00 7.777929e-01 9.327561e-01 -2.151895e-05
4.184456e-01 6.248035e-02 7.058625e-01 9.569920e-01 6.571880e-01 5.783823e-01 -2.256383e-04
2.598658e-01 4.198152e-02 6.880070e-01 1.139891e+00 9.016999e-01 3.089317e-01 -7.773581e-05
2.056214e-01 6.757919e-02 5.333954e-01 1.159469e+00 9.635603e-01 5.736168e-02 -2.825195e-04
4.719195e-01 4.811579e-02 8.731206e-01 9.436595e-01 6.205236e-01 8.280660e-01 -1.356973e-04
3.414890e-01 5.390960e-02 6.000342e-01 1.046382e+00 7.381999e-01 6.903685e-01 -1.888004e-04
1.860582e-01 3.413340e-02 7.931033e-01 8.504971e-01 8.968598e-01 4.444909e-01 -4.190713e-05
1.891838e-01 5.286381e-02 5.573405e-01 1.107347e+00 6.868982e-01 8.695542e-01 -1.147905e-04
3.321141e-01 3.267900e-02 8.486404e-01 9.895378e-01 9.282366e-01 1.752016e-02 -2.662104e-04
4.500447e-01 6.934620e-02 6.779827e-01 1.098559e+00 8.113433e-01 4.956420e-01 -5.858046e-05
2.212470e-01 4.884859e-02 7.163766e-01 8.045760e-01 7.543782e-01 6.369967e-01 -2.099295e-04
2.629910e-01 6.071213e-02 8.616681e-01 8.959297e-01 7.179102e-01 8.890974e-01 -4.542240e-07
4.090712e-01 4.124994e-02 5.451424e-01 1.000948e+00 8.733964e-01 2.455221e-01 -1.532132e-04
3.769836e-01 5.703766e-02 7.784038e-01 9.105790e-01 9.932220e-01 2.594678e-01 -9.423747e-05
1.450849e-01 3.726267e-02 6.152235e-01 1.192548e+00 6.471089e-01 6.257163e-01 -2.469207e-04
1.216165e-01 6.594160e-02 7.618057e-01 1.035340e+00 9.234006e-01 7.374033e-01 -2.836626e-05
3.504634e-01 4.585442e-02 6.439310e-01 8.677751e-01 6.679129e-01 3.954772e-01 -1.815417e-04
4.324290e-01 5.242338e-02 8.794199e-01 1.170693e+00 7.971123e-01 1.329133e-01 -8.465859e-05
2.896447e-01 3.202340e-02 5.145001e-01 9.261725e-01 8.432239e-01 7.544028e-01 -2.377586e-04
2.446657e-01 5.763434e-02 6.567086e-01 9.738814e-01 8.782407e-01 5.090848e-01 -1.425468e-04
4.766129e-01 3.807453e-02 7.497602e-01 1.129242e+00 7.369010e-01 3.763410e-01 -2.947129e-04
3.086092e-01 6.396048e-02 5.766676e-01 8.326715e-01 6.043816e-01 1.448434e-01 -4.882777e-05
1.626758e-01 4.408787e-02 8.164226e-01 1.064201e+00 9.613453e-01 9.900178e-01 -2.009228e-04
1.704294e-01 5.945283e-02 7.095815e-01 1.195072e+00 7.048349e-01 7.775494e-01 -6.466825e-05
3.008632e-01 3.985280e-02 6.964005e-01 9.017995e-01 8.602969e-01 1.098118e-01 -2.132088e-04
4.812968e-01 6.343461e-02 8.304431e-01 1.011674e+00 9.809032e-01 4.031542e-01 -1.208850e-04
2.400017e-01 4.352177e-02 5.639181e-01 8.914461e-01 6.348152e-01 7.297716e-01 -2.695011e-04
2.942416e-01 6.666331e-02 6.092089e-01 8.078990e-01 6.999215e-01 9.823106e-01 -1.016309e-04
4.278244e-01 4.653594e-02 7.976036e-01 1.088967e+00 9.413821e-01 1.525054e-01 -2.489104e-04
3.582277e-01 5.048945e-02 5.261647e-01 9.979398e-01 8.237072e-01 3.531641e-01 -7.840852e-06
1.138324e-01 3.004928e-02 8.674638e-01 1.105177e+00 7.666206e-01 5.322164e-01 -1.551912e-04
1.403648e-01 6.127755e-02 5.079910e-01 1.073372e+00 8.913863e-01 6.447951e-01 -9.249611e-05
3.817083e-01 4.177518e-02 8.977468e-01 8.297573e-01 7.499242e-01 4.878890e-01 -2.392857e-04
4.011830e-01 5.525994e-02 6.254355e-01 1.133334e+00 6.166240e-01 4.078810e-02 -3.621515e-05
2.708960e-01 3.544477e-02 7.684863e-01 9.635448e-01 9.737092e-01 8.463313e-01 -1.830759e-04
2.134213e-01 5.483859e-02 8.106956e-01 9.361545e-01 9.103010e-01 6.024181e-01 -5.563403e-05
4.578658e-01 3.461356e-02 5.957750e-01 1.166979e+00 6.548376e-01 2.827207e-01 -2.035018e-04
3.273590e-01 6.866412e-02 7.304826e-01 8.695546e-01 7.848186e-01 2.376936e-01 -1.493418e-04
1.939222e-01 4.812629e-02 6.626088e-01 1.027329e+00 8.309052e-01 8.968807e-01 -2.972849e-04
1.782970e-01 6.939584e-02 8.862638e-01 9.837845e-01 6.400843e-01 3.011778e-01 -2.245262e-04
3.492334e-01 4.989469e-02 5.197685e-01 1.113092e+00 9.939959e-01 5.861817e-01 -7.180782e-05
4.672402e-01 5.338311e-02 7.538051e-01 8.222603e-01 8.647979e-01 9.095343e-01 -2.807429e-04
2.102961e-01 3.356916e-02 6.406065e-01 1.080868e+00 7.202595e-01 2.233933e-01 -1.281003e-04
2.552704e-01 5.671421e-02 5.827174e-01 1.019201e+00 7.582789e-01 4.677428e-01 -2.602253e-04
4.230578e-01 3.649039e-02 8.240478e-01 8.776840e-01 8.011919e-01 6.670711e-01 -1.087729e-04
3.910831e-01 6.054462e-02 6.526028e-01 1.187364e+00 9.337127e-01 8.358502e-01 -1.664354e-04
1.372393e-01 4.000800e-02 7.409784e-01 9.157707e-01 6.751729e-01 4.953214e-02 -1.505375e-05
1.107076e-01 5.131868e-02 6.813103e-01 8.620294e-01 9.511960e-01 1.689097e-01 -2.324368e-04
3.676032e-01 3.171986e-02 7.243802e-01 1.041093e+00 6.082816e-01 9.637763e-01 -8.030211e-05
4.497000e-01 6.530534e-02 5.520750e-01 9.438643e-01 7.251763e-01 5.466821e-01 -1.761558e-04
2.786168e-01 4.539372e-02 8.417995e-01 1.153009e+00 8.837146e-01 3.404356e-01 -2.409219e-05
2.368773e-01 6.479136e-02 7.871886e-01 1.147487e+00 8.440000e-01 8.736976e-02 -1.966551e-04
4.906719e-01 4.466522e-02 6.193323e-01 9.556280e-01 7.900870e-01 7.977709e-01 -4.343788e-05
3.227384e-01 5.862239e-02 8.540460e-01 1.059009e+00 6.702629e-01 7.208602e-01 -2.903627e-04
1.548050e-01 3.818344e-02 5.390957e-01 8.378557e-01 9.147999e-01 4.137120e-01 -1.372210e-04
1.505351e-01 5.028023e-02 8.697421e-01 1.038048e+00 8.592497e-01 6.532436e-02 -9.687393e-05
3.215447e-01 3.042631e-02 5.362373e-01 8.588352e-01 7.006125e-01 8.220368e-01 -2.442843e-04
4.894723e-01 6.629875e-02 7.905797e-01 1.156210e+00 6.331323e-01 6.814163e-01 -3.090627e-06
2.326015e-01 4.675703e-02 6.037782e-01 9.469226e-01 9.761432e-01 4.515094e-01 -1.505767e-04
2.766847e-01 6.360447e-02 5.740698e-01 9.524380e-01 9.390653e-01 2.085651e-01 -6.004506e-05
4.445942e-01 4.318411e-02 8.327393e-01 1.144441e+00 6.946249e-01 9.262509e-01 -2.084650e-04
3.625032e-01 5.977863e-02 6.910007e-01 8.409131e-01 7.654259e-01 5.689389e-01 -1.162550e-04
1.087814e-01 3.967047e-02 7.026252e-01 1.062216e+00 8.192401e-01 3.164415e-01 -2.647458e-04
1.321400e-01 6.837496e-02 6.744026e-01 1.116336e+00 7.446284e-01 4.279321e-01 -5.087823e-05
3.891578e-01 4.857960e-02 7.313327e-01 9.867811e-01 8.890672e-01 7.047520e-01 -1.988723e-04
4.211265e-01 5.439287e-02 5.918214e-01 1.077857e+00 9.692443e-01 8.134455e-01 -1.445973e-04
2.501653e-01 3.490971e-02 8.020970e-01 8.190088e-01 6.154286e-01 7.367395e-02 -2.926624e-04
2.090973e-01 5.550974e-02 7.693055e-01 8.806811e-01 6.506160e-01 3.233105e-01 -8.788092e-05
4.629652e-01 3.503082e-02 6.371618e-01 1.022440e+00 9.092515e-01 5.618283e-01 -2.345362e-04
3.449642e-01 6.168452e-02 8.890693e-01 9.125158e-01 8.261475e-01 9.490732e-01 -3.158867e-05
1.771040e-01 4.151779e-02 5.040195e-01 1.184356e+00 7.831349e-01 1.855011e-01 -1.783193e-04
1.989785e-01 6.024812e-02 7.464244e-01 8.267458e-01 9.989516e-01 5.185204e-01 -2.556011e-04
3.293391e-01 4.045399e-02 6.596054e-01 1.070119e+00 6.419622e-01 3.688390e-01 -1.040141e-04
4.598400e-01 5.626115e-02 8.139416e-01 9.667868e-01 7.242870e-01 1.363973e-01 -1.618179e-04
2.184717e-01 3.677922e-02 5.804666e-01 1.136329e+00 8.656494e-01 9.965304e-01 -1.030653e-05
2.720401e-01 5.364023e-02 6.475782e-01 1.163725e+00 8.058547e-01 7.463632e-01 -2.197794e-04
4.055009e-01 3.316254e-02 7.591836e-01 9.331480e-01 7.596685e-01 3.884507e-01 -6.718762e-05
3.860322e-01 6.981012e-02 5.174389e-01 1.030328e+00 6.802745e-01 1.249578e-01 -2.759894e-04
1.415148e-01 4.964462e-02 8.761397e-01 8.727944e-01 9.358338e-01 7.604246e-01 -1.234685e-04
1.181570e-01 5.840096e-02 5.477218e-01 9.050027e-01 6.096719e-01 8.806475e-01 -1.920228e-04
3.593784e-01 3.854826e-02 8.579661e-01 1.198132e+00 9.558566e-01 2.520385e-01 -3.868479e-05
4.289694e-01 6.441460e-02 6.184610e-01 8.884033e-01 8.858380e-01 2.689072e-01 -2.857418e-04
2.985603e-01 4.487409e-02 7.754101e-01 1.008482e+00 7.302772e-01 6.182106e-01 -1.324749e-04
2.419767e-01 6.548740e-02 8.457986e-01 1.092023e+00 7.919657e-01 8.615949e-01 -2.276888e-04
4.863479e-01 4.506827e-02 5.607191e-01 8.111045e-01 8.489534e-01 2.354570e-02 -7.568536e-05
3.059203e-01 5.165668e-02 7.126326e-01 1.101985e+00 9.156537e-01 5.046057e-01 -1.713965e-04
1.724103e-01 3.154974e-02 6.805065e-01 9.948914e-01 6.742896e-01 6.299665e-01 -1.946841e-05
1.677268e-01 6.745915e-02 5.986654e-01 8.647778e-01 8.184660e-01 6.104036e-01 -1.649702e-04
3.105839e-01 4.699968e-02 8.073655e-01 1.032101e+00 7.724508e-01 2.766686e-01 -1.651884e-05
4.785939e-01 5.097279e-02 6.664020e-01 9.294277e-01 6.922753e-01 2.287638e-01 -2.587602e-04
2.497230e-01 3.082551e-02 7.280082e-01 1.173701e+00 9.476642e-01 9.038768e-01 -1.102381e-04
2.907957e-01 5.896957e-02 8.951190e-01 1.125998e+00 9.862943e-01 6.532715e-01 -2.781059e-04
4.367538e-01 3.907649e-02 5.116447e-01 9.708850e-01 6.292319e-01 4.813463e-01 -1.307373e-04
3.547819e-01 6.263885e-02 7.651998e-01 1.067211e+00 7.123376e-01 3.138279e-02 -2.218892e-04
1.227612e-01 4.305796e-02 6.283800e-01 8.359227e-01 8.537738e-01 8.538032e-01 -7.444485e-05
1.494027e-01 5.436506e-02 7.939072e-01 9.927282e-01 7.792353e-01 9.733770e-01 -2.871398e-04
3.781276e-01 3.384698e-02 6.117819e-01 1.110394e+00 8.362962e-01 1.595053e-01 -1.404440e-04
4.102214e-01 6.787809e-02 8.644767e-01 8.015185e-01 9.037780e-01 3.611535e-01 -1.934321e-04
2.673150e-01 4.767220e-02 5.293964e-01 1.095352e+00 6.623402e-01 5.261605e-01 -4.666079e-05
2.232273e-01 6.206367e-02 6.997856e-01 1.003992e+00 6.224543e-01 7.681403e-01 -1.741047e-04
4.551012e-01 4.222919e-02 7.067340e-01 8.991236e-01 9.684678e-01 1.172874e-01 -2.614329e-05
3.371644e-01 5.573356e-02 5.664476e-01 1.189346e+00 8.976685e-01 4.116344e-01 -2.303857e-04
1.911578e-01 3.621127e-02 8.266927e-01 9.075208e-01 7.422779e-01 7.232251e-01 -8.235315e-05
1.817829e-01 5.748090e-02 6.221799e-01 1.050311e+00 9.272353e-01 9.678299e-02 -5.203884e-06
3.402899e-01 3.696404e-02 7.838037e-01 8.465616e-01 6.826238e-01 7.902913e-01 -1.578283e-04
4.707268e-01 6.099881e-02 5.428463e-01 1.143083e+00 7.526440e-01 7.123912e-01 -9.899384e-05
2.013525e-01 4.079415e-02 8.515166e-01 9.600401e-01 8.066284e-01 4.202475e-01 -2.515474e-04
2.579406e-01 6.894171e-02 7.218074e-01 9.404563e-01 8.711257e-01 1.778316e-01 -1.194199e-04
4.133466e-01 4.910846e-02 6.850067e-01 1.156409e+00 7.125615e-01 9.567879e-01 -2.709663e-04
3.937527e-01 5.261649e-02 8.385678e-01 8.535402e-01 6.458629e-01 5.386891e-01 -6.320309e-05
1.275283e-01 3.309543e-02 5.550623e-01 1.049575e+00 9.888001e-01 3.464949e-01 -2.146739e-04
1.008860e-01 6.432744e-02 8.203942e-01 1.178316e+00 6.625650e-01 4.592701e-01 -1.472907e-04
3.704064e-01 4.386918e-02 5.853452e-01 9.248108e-01 9.211276e-01 6.736104e-01 -2.993360e-04
4.398782e-01 5.784596e-02 7.380339e-01 1.015229e+00 8.388043e-01 8.452672e-01 -5.358301e-05
2.814205e-01 3.769990e-02 6.558895e-01 8.816490e-01 7.958656e-01 4.204885e-02 -2.055529e-04
2.278474e-01 5.209518e-02 5.230987e-01 8.184204e-01 7.326273e-01 2.931810e-01 -3.299218e-05
4.942187e-01 3.220332e-02 8.833735e-01 1.084715e+00 8.772371e-01 5.922447e-01 -1.862988e-04
3.137087e-01 6.576934e-02 6.430811e-01 9.756447e-01 9.566327e-01 9.184600e-01 -8.927320e-05
1.583512e-01 4.618968e-02 7.500119e-01 1.121240e+00 6.026466e-01 2.164011e-01 -2.425087e-04
1.562513e-01 5.513939e-02 5.163406e-01 9.593244e-01 9.770652e-01 7.342537e-01 -5.502720e-05
3.150299e-01 3.555982e-02 8.779703e-01 1.137561e+00 6.326016e-01 4.005453e-01 -2.017557e-04
4.954390e-01 6.146523e-02 6.487252e-01 8.474116e-01 7.024249e-01 1.051103e-01 -1.488174e-04
2.258480e-01 4.157346e-02 7.574017e-01 1.055723e+00 8.562646e-01 7.802570e-01 -2.954748e-04
2.832251e-01 6.847584e-02 8.151375e-01 1.043951e+00 8.214439e-01 5.296367e-01 -9.303371e-05
4.388539e-01 4.832983e-02 5.783430e-01 8.529253e-01 7.628323e-01 3.577377e-01 -2.411010e-04
3.692815e-01 5.495731e-02 7.451796e-01 1.161727e+00 6.959368e-01 1.552441e-01 -3.681683e-05
1.027915e-01 3.449911e-02 6.616801e-01 9.414007e-01 9.389246e-01 9.776987e-01 -1.848088e-04
1.262104e-01 6.323656e-02 7.145121e-01 8.872685e-01 6.128342e-01 8.494855e-01 -1.021914e-04
3.958498e-01 4.371556e-02 6.794570e-01 1.015847e+00 9.714474e-01 3.564001e-02 -2.506845e-04
4.153488e-01 5.956178e-02 8.438702e-01 9.194965e-01 8.889272e-01 4.847580e-01 -8.483732e-06
2.567171e-01 3.972859e-02 5.617196e-01 1.177368e+00 7.459410e-01 6.497993e-01 -1.569012e-04
2.023797e-01 5.037867e-02 6.164838e-01 1.121952e+00 7.826035e-01 8.917637e-01 -6.402938e-05
4.689189e-01 3.017410e-02 7.767525e-01 9.811702e-01 8.270687e-01 2.409374e-01 -2.115131e-04
3.383876e-01 6.686075e-02 5.497478e-01 1.083868e+00 9.062673e-01 2.877541e-01 -1.203102e-04
1.829049e-01 4.634399e-02 8.566725e-01 8.130047e-01 6.524291e-01 5.993786e-01 -2.677230e-04
1.922805e-01 6.511339e-02 6.927833e-01 1.169827e+00 8.686345e-01 2.206631e-01 -1.948351e-04
3.352628e-01 4.559116e-02 7.014773e-01 9.270394e-01 7.224746e-01 9.141377e-01 -4.290488e-05
4.532941e-01 5.144350e-02 5.722383e-01 1.036036e+00 6.424928e-01 5.887678e-01 -2.886252e-04
2.242552e-01 3.160908e-02 8.338383e-01 8.670806e-01 9.980296e-01 2.965975e-01 -1.366239e-04
2.660923e-01 5.849818e-02 7.885041e-01 8.334404e-01 9.359745e-01 5.422717e-02 -2.341783e-04
4.122244e-01 3.829239e-02 6.050237e-01 1.063431e+00 6.789627e-01 8.331493e-01 -8.091350e-05
3.802253e-01 6.498514e-02 8.718664e-01 9.730866e-01 7.622621e-01 6.625806e-01 -1.779614e-04
1.480856e-01 4.446716e-02 5.350406e-01 1.130034e+00 8.036509e-01 4.703602e-01 -2.462118e-05
1.246660e-01 5.326866e-02 8.880678e-01 1.097838e+00 7.289645e-01 3.354088e-01 -2.619257e-04
3.536563e-01 3.368788e-02 5.059486e-01 8.052949e-01 8.859780e-01 5.497149e-01 -1.094072e-04
4.357287e-01 6.959938e-02 7.703556e-01 1.108188e+00 9.536535e-01 9.689018e-01 -1.682181e-04
2.925996e-01 4.970640e-02 6.352815e-01 9.886954e-01 6.122663e-01 1.656572e-01 -1.562395e-05
2.477229e-01 6.034290e-02 5.931157e-01 9.113982e-01 6.724765e-01 4.168346e-01 -2.227566e-04
4.798134e-01 4.019568e-02 8.000702e-01 1.191731e+00 9.186379e-01 7.158646e-01 -7.124278e-05
3.119043e-01 5.682926e-02 6.730594e-01 8.951852e-01 8.480322e-01 7.946102e-01 -2.790375e-04
1.656261e-01 3.636984e-02 7.333105e-01 1.001693e+00 7.924970e-01 9.252456e-02 -1.274528e-04
1.735338e-01 6.227681e-02 8.405449e-01 1.132589e+00 9.490745e-01 1.889783e-01 -2.819493e-04
3.040134e-01 4.216981e-02 5.537198e-01 9.642888e-01 6.920377e-01 9.456565e-01 -1.339146e-04
4.845416e-01 5.610753e-02 7.197813e-01 1.074188e+00 7.745562e-01 5.575661e-01 -1.881661e-04
2.429993e-01 3.568833e-02 6.863002e-01 8.289385e-01 8.159692e-01 3.276331e-01 -4.020683e-05
2.973414e-01 5.379455e-02 5.409667e-01 8.703975e-01 8.554893e-01 8.470348e-02 -1.699935e-04
4.309701e-01 3.425395e-02 8.525660e-01 1.026487e+00 7.094510e-01 8.023555e-01 -2.322440e-05
3.614801e-01 6.778091e-02 6.241082e-01 9.354353e-01 6.302507e-01 6.925739e-01 -2.262034e-04
1.168376e-01 4.792811e-02 7.828030e-01 1.167700e+00 9.856653e-01 4.400497e-01 -7.950534e-05
1.434189e-01 5.918027e-02 6.418851e-01 1.010882e+00 6.594528e-01 3.043274e-01 -1.609505e-04
3.849119e-01 3.901467e-02 7.521355e-01 8.922406e-01 9.054928e-01 5.811135e-01 -1.350854e-05
4.044750e-01 6.301038e-02 5.243434e-01 1.195841e+00 8.356679e-01 9.373374e-01 -2.546696e-04
2.738493e-01 4.253258e-02 8.812987e-01 9.010310e-01 7.802550e-01 1.975391e-01 -1.072986e-04
2.164677e-01 6.689109e-02 7.391321e-01 9.986347e-01 7.420395e-01 4.471909e-01 -2.728239e-04
4.610617e-01 4.740909e-02 6.540588e-01 1.104480e+00 8.990779e-01 6.856745e-01 -1.242993e-04
3.306556e-01 5.087806e-02 8.192471e-01 8.070317e-01 9.659719e-01 8.254495e-01 -2.165316e-04
1.968801e-01 3.108386e-02 5.871270e-01 1.089834e+00 6.245604e-01 6.185122e-02 -6.808260e-05
1.750049e-01 5.231443e-02 7.639054e-01 9.462677e-01 8.091252e-01 6.421439e-01 -1.408367e-04
3.462800e-01 3.214760e-02 6.304067e-01 1.150603e+00 7.505386e-01 4.924888e-01 -2.940700e-04
4.641861e-01 6.613965e-02 8.964621e-01 8.597465e-01 6.828615e-01 1.251688e-02 -4.705364e-05
2.070925e-01 4.566064e-02 5.096668e-01 1.043375e+00 9.258250e-01 8.726842e-01 -2.003624e-04
2.519737e-01 6.376303e-02 6.674033e-01 1.056703e+00 9.894291e-01 6.224716e-01 -3.014439e-05
4.200999e-01 4.427981e-02 7.260790e-01 8.401641e-01 6.448440e-01 2.645857e-01 -1.821164e-04
3.880367e-01 5.774512e-02 5.976152e-01 1.149868e+00 7.154481e-01 2.485625e-01 -8.635433e-05
1.340433e-01 3.794971e-02 8.092457e-01 9.532478e-01 8.694102e-01 8.840630e-01 -2.383974e-04
1.074628e-01 6.915852e-02 5.685231e-01 8.245188e-01 7.948459e-01 7.570126e-01 -2.264402e-06
3.646057e-01 4.905031e-02 8.254471e-01 1.078610e+00 8.394326e-01 1.284302e-01 -1.537376e-04
4.465956e-01 5.298436e-02 6.976611e-01 9.813567e-01 9.194128e-01 3.927686e-01 -9.598356e-05
2.754666e-01 3.256395e-02 7.079306e-01 1.115522e+00 6.654524e-01 7.421058e-01 -2.475276e-04
2.336249e-01 5.691894e-02 8.626940e-01 1.185007e+00 6.005405e-01 9.854451e-01 -1.130576e-04
4.876667e-01 3.737712e-02 5.305442e-01 9.181265e-01 9.591286e-01 1.474221e-01 -2.656087e-04
3.196386e-01 6.090041e-02 7.957386e-01 1.021532e+00 8.758276e-01 3.809520e-01 -5.676513e-05
1.516594e-01 4.104640e-02 6.106828e-01 8.753511e-01 7.328657e-01 5.063470e-01 -2.093919e-04
1.535846e-01 6.799253e-02 7.803818e-01 1.075550e+00 6.900089e-01 9.011995e-01 -1.747391e-04
3.247376e-01 4.755349e-02 6.138804e-01 8.213154e-01 9.438729e-01 2.334352e-01 -2.784359e-05
4.927720e-01 5.416151e-02 8.596414e-01 1.118715e+00 8.144782e-01 2.793078e-01 -2.309559e-04
2.355564e-01 3.403527e-02 5.464368e-01 9.843997e-01 7.699903e-01 6.058914e-01 -8.413585e-05
2.797418e-01 5.593527e-02 6.761025e-01 9.149212e-01 7.084965e-01 8.584452e-01 -2.865748e-04
4.477947e-01 3.602360e-02 7.174268e-01 1.181951e+00 8.515572e-01 2.861380e-02 -1.386744e-04
3.657984e-01 6.194860e-02 5.592696e-01 8.783993e-01 9.838813e-01 4.768028e-01 -1.927846e-04
1.117318e-01 4.234974e-02 8.476390e-01 1.024724e+00 6.251966e-01 6.558208e-01 -4.495534e-05
1.352368e-01 5.116474e-02 5.754710e-01 1.153856e+00 9.015599e-01 5.211866e-01 -2.775729e-04
3.923064e-01 3.062807e-02 8.185470e-01 9.492795e-01 6.585006e-01 3.642543e-01 -1.289174e-04
4.243758e-01 6.733433e-02 6.579541e-01 1.040380e+00 7.751986e-01 1.646837e-01 -2.212921e-04
2.531736e-01 4.711046e-02 7.476846e-01 8.565042e-01 8.338846e-01 9.701928e-01 -7.270736e-05
2.121986e-01 6.276306e-02 8.805189e-01 8.431704e-01 8.938756e-01 7.262947e-01 -1.655817e-04
4.661184e-01 4.294901e-02 5.126687e-01 1.059956e+00 7.400131e-01 4.065706e-01 -1.826034e-05
3.482059e-01 5.877578e-02 7.606578e-01 9.500082e-01 6.199922e-01 1.140737e-01 -2.592893e-04
1.801047e-01 3.927454e-02 6.457137e-01 1.146870e+00 9.644816e-01 7.732270e-01 -1.120437e-04
1.957291e-01 5.804402e-02 8.037422e-01 8.892442e-01 7.549088e-01 4.247975e-01 -3.476631e-05
3.263308e-01 3.750612e-02 5.905673e-01 1.007639e+00 8.104213e-01 7.098351e-01 -1.868592e-04
4.567432e-01 6.421848e-02 7.363222e-01 9.042823e-01 9.312215e-01 7.856577e-01 -9.098324e-05
2.153230e-01 4.399340e-02 6.698033e-01 1.198851e+00 6.850859e-01 9.954334e-02 -2.431515e-04
2.687984e-01 6.588012e-02 5.025392e-01 1.101242e+00 6.497025e-01 3.438474e-01 -1.455950e-04
4.025002e-01 4.606486e-02 8.909399e-01 9.956373e-01 9.910182e-01 5.432100e-01 -2.986971e-04
3.829308e-01 5.189773e-02 6.327765e-01 1.092842e+00 8.735373e-01 9.594587e-01 -5.180487e-05
1.383616e-01 3.239527e-02 7.740818e-01 8.102868e-01 7.165983e-01 1.731669e-01 -2.049781e-04
1.148573e-01 6.111937e-02 6.021091e-01 9.674828e-01 8.410210e-01 4.527090e-02 -1.176738e-04
3.564236e-01 4.067909e-02 7.918586e-01 1.135633e+00 7.997067e-01 8.401718e-01 -2.703595e-04
4.259199e-01 5.729322e-02 5.312718e-01 8.258804e-01 6.666003e-01 6.705473e-01 -6.139291e-05
2.953674e-01 3.716576e-02 8.743166e-01 1.070987e+00 9.235406e-01 4.643270e-01 -2.141495e-04
2.386815e-01 5.280478e-02 7.040807e-01 1.029534e+00 9.604240e-01 2.112162e-01 -7.019214e-06
4.833976e-01 3.289188e-02 6.891541e-01 8.735877e-01 6.049130e-01 9.216510e-01 -1.583658e-04
3.028632e-01 6.882300e-02 8.371494e-01 1.164493e+00 7.350878e-01 5.972103e-01 -1.007268e-04
1.692098e-01 4.922290e-02 5.692694e-01 9.323777e-01 8.812249e-01 2.900888e-01 -2.521490e-04
1.644820e-01 5.458055e-02 6.515038e-01 8.022885e-01 6.369205e-01 4.566039e-01 -8.840535e-05
3.075864e-01 3.470799e-02 7.428098e-01 1.094585e+00 9.784066e-01 6.781952e-01 -2.363463e-04
4.754896e-01 6.825440e-02 5.838652e-01 9.919353e-01 8.617072e-01 8.169808e-01 -3.219550e-05
2.465728e-01 4.869466e-02 8.222652e-01 1.111187e+00 7.045972e-01 6.838649e-02 -1.800654e-04
2.875433e-01 6.180323e-02 7.550018e-01 1.188478e+00 7.676395e-01 3.132496e-01 -5.027655e-05
4.337486e-01 4.140335e-02 6.384822e-01 9.083865e-01 8.230782e-01 5.741248e-01 -1.971394e-04
3.516821e-01 5.532145e-02 8.850183e-01 1.004688e+00 9.430976e-01 9.293441e-01 -1.440597e-04
1.196156e-01 3.523437e-02 5.218442e-01 8.984272e-01 6.970349e-01 2.035986e-01 -2.908471e-04
1.461106e-01 6.640771e-02 8.559263e-01 9.302450e-01 9.730809e-01 7.623098e-02 -5.940218e-05
