#Omega_m                 Omega_b                  h                        n_s                      sigma_8
4.495000000000000107e-01 3.568999999999999950e-02 7.519000000000000128e-01 8.443000000000000504e-01 7.116999999999999993e-01
2.931000000000000272e-01 5.207000000000000517e-02 7.586999999999999300e-01 1.122500000000000053e+00 9.767000000000000126e-01
2.087000000000000244e-01 3.575000000000000400e-02 5.504999999999999893e-01 1.061700000000000088e+00 8.387000000000000011e-01
3.693000000000000727e-01 4.897000000000000658e-02 5.084999999999999520e-01 1.129499999999999948e+00 6.542999999999999927e-01
4.879000000000000004e-01 3.241000000000000131e-02 6.250999999999999890e-01 9.687000000000000055e-01 8.432999999999999385e-01
1.035000000000000087e-01 6.023000000000000576e-02 5.968999999999999861e-01 9.748999999999999888e-01 8.884999999999999565e-01
1.569000000000000117e-01 3.758999999999999841e-02 8.999000000000000332e-01 9.443000000000000282e-01 9.817000000000000171e-01
1.555000000000000271e-01 3.184999999999999637e-02 7.208999999999999853e-01 8.488999999999999879e-01 7.472999999999999643e-01
1.413000000000000089e-01 6.381000000000000560e-02 8.063000000000000167e-01 9.875000000000000444e-01 6.903000000000000247e-01
2.131000000000000394e-01 6.791000000000001202e-02 6.170999999999999819e-01 8.089000000000000634e-01 8.203000000000000291e-01
2.435000000000000220e-01 4.182999999999999913e-02 6.602999999999999980e-01 8.316999999999999948e-01 7.177000000000000046e-01
1.697000000000000175e-01 6.979000000000000481e-02 8.387000000000000011e-01 9.256999999999999673e-01 8.931000000000000050e-01
3.206999999999999851e-01 3.273000000000000215e-02 5.144999999999999574e-01 8.468999999999999861e-01 8.306999999999999940e-01
3.585000000000000409e-01 4.733000000000000401e-02 5.294999999999999707e-01 1.043099999999999916e+00 7.405000000000000471e-01
1.436999999999999944e-01 4.893000000000000127e-02 5.336999999999999522e-01 1.006099999999999994e+00 6.018999999999999906e-01
3.423000000000000487e-01 4.195000000000000118e-02 8.697000000000000286e-01 1.030499999999999972e+00 6.895000000000000018e-01
1.635000000000000064e-01 5.161000000000000310e-02 6.149000000000000021e-01 8.346999999999999975e-01 8.809000000000000163e-01
2.643000000000000349e-01 3.397000000000000020e-02 5.072999999999999732e-01 1.019700000000000051e+00 7.946999999999999620e-01
3.969000000000000306e-01 6.173000000000000709e-02 7.711000000000001187e-01 9.411000000000000476e-01 8.610999999999999766e-01
2.321000000000000285e-01 3.762999999999999678e-02 8.689000000000000057e-01 9.316999999999999726e-01 7.475000000000000533e-01
1.081000000000000016e-01 3.018999999999999809e-02 7.757000000000000561e-01 8.104999999999999982e-01 8.470999999999999641e-01
1.095000000000000140e-01 5.093000000000000305e-02 5.564999999999999947e-01 9.924999999999999378e-01 7.365000000000000435e-01
2.765000000000000235e-01 3.622999999999999832e-02 7.248999999999999888e-01 9.890999999999999792e-01 6.774999999999999911e-01
4.134999999999999787e-01 4.959000000000000213e-02 5.074999999999999512e-01 1.030299999999999994e+00 7.859000000000000430e-01
2.178999999999999826e-01 5.567000000000000420e-02 6.741000000000000325e-01 8.057000000000000828e-01 6.260999999999999899e-01
1.941000000000000225e-01 6.825000000000000511e-02 7.105000000000000204e-01 9.465000000000000080e-01 7.749000000000000332e-01
1.577000000000000068e-01 5.295000000000000401e-02 8.889000000000000234e-01 1.085499999999999909e+00 7.672999999999999821e-01
1.176999999999999991e-01 3.293000000000000094e-02 5.483000000000000096e-01 1.183899999999999952e+00 6.951000000000000512e-01
2.103000000000000425e-01 6.887000000000001454e-02 7.060999999999999499e-01 9.733000000000000540e-01 8.940999999999998948e-01
1.602999999999999980e-01 5.852999999999999869e-02 7.335000000000000409e-01 9.296999999999999709e-01 9.571000000000000618e-01
2.193000000000000227e-01 3.282999999999999807e-02 5.728999999999999648e-01 1.198500000000000121e+00 6.478999999999999204e-01
2.233000000000000262e-01 3.876999999999999891e-02 6.683000000000000052e-01 1.076899999999999968e+00 6.728999999999999426e-01
4.783000000000000584e-01 6.101000000000000867e-02 8.952999999999999847e-01 1.031500000000000083e+00 8.732999999999999652e-01
1.350999999999999979e-01 3.005000000000000032e-02 8.459000000000000963e-01 8.049000000000000599e-01 6.509000000000000341e-01
2.198999999999999844e-01 5.125000000000000389e-02 8.803000000000000824e-01 1.000499999999999945e+00 6.152999999999999581e-01
3.039000000000000590e-01 4.885000000000000453e-02 8.148999999999999577e-01 8.601000000000000867e-01 7.669000000000000261e-01
4.817000000000000171e-01 4.628999999999999782e-02 7.879000000000000448e-01 1.052499999999999991e+00 6.918999999999999595e-01
1.677000000000000157e-01 3.193000000000000005e-02 7.564999999999999503e-01 1.111899999999999888e+00 6.578999999999999293e-01
1.995000000000000107e-01 6.945000000000001172e-02 5.543000000000000149e-01 1.089299999999999935e+00 8.053000000000000158e-01
1.267000000000000071e-01 4.799000000000000488e-02 5.796999999999999931e-01 1.040499999999999980e+00 9.455000000000000071e-01
2.862999999999999989e-01 4.301000000000000656e-02 5.049000000000000155e-01 9.061000000000000165e-01 6.760999999999999233e-01
4.525000000000000133e-01 6.833000000000000185e-02 7.110999999999999543e-01 1.148700000000000054e+00 6.217000000000000304e-01
3.922999999999999821e-01 3.703000000000000042e-02 7.033000000000000362e-01 1.015300000000000091e+00 8.161000000000000476e-01
3.605000000000000426e-01 5.783000000000000640e-02 7.719000000000000306e-01 1.180899999999999839e+00 6.724999999999999867e-01
2.797000000000000597e-01 4.718999999999999584e-02 7.575000000000000622e-01 1.168499999999999872e+00 8.652999999999999581e-01
4.637000000000000011e-01 6.707000000000000461e-02 7.522999999999999687e-01 1.099899999999999878e+00 6.252999999999999670e-01
2.934999999999999831e-01 4.130999999999999950e-02 7.662999999999999812e-01 1.059699999999999864e+00 8.148999999999999577e-01
3.281000000000000583e-01 4.611000000000000515e-02 8.905000000000000693e-01 1.191699999999999982e+00 6.356999999999999318e-01
2.483000000000000207e-01 4.837000000000000327e-02 7.529000000000000137e-01 8.475000000000000311e-01 9.109000000000000430e-01
2.919000000000000483e-01 4.101000000000000478e-02 7.664999999999999591e-01 8.391000000000000680e-01 6.556999999999999496e-01
3.642999999999999572e-01 6.418999999999999706e-02 8.205000000000000071e-01 1.014100000000000001e+00 7.387000000000000233e-01
3.660999999999999810e-01 6.685000000000000664e-02 7.691000000000000059e-01 1.130700000000000038e+00 9.324999999999999956e-01
3.895000000000000684e-01 6.477000000000000812e-02 6.886999999999999789e-01 9.545000000000000151e-01 6.098999999999999977e-01
3.810999999999999943e-01 6.907000000000000639e-02 7.659000000000000252e-01 1.038899999999999935e+00 7.003000000000000336e-01
1.486999999999999988e-01 5.549000000000001154e-02 7.328999999999999959e-01 8.551000000000000822e-01 6.474999999999999645e-01
2.039000000000000257e-01 6.959000000000001296e-02 8.245000000000000107e-01 1.082300000000000040e+00 7.766999999999999460e-01
1.841000000000000136e-01 6.307000000000001494e-02 6.412999999999999812e-01 1.095499999999999918e+00 9.094999999999999751e-01
3.343000000000000416e-01 5.049000000000000710e-02 8.299000000000000821e-01 8.555000000000000382e-01 6.082999999999999519e-01
1.397000000000000186e-01 3.944999999999999896e-02 7.379000000000000004e-01 8.411000000000000698e-01 9.937000000000000277e-01
2.381000000000000338e-01 6.754999999999999893e-02 5.636999999999999789e-01 8.225000000000000089e-01 6.359000000000000208e-01
1.367000000000000159e-01 4.585000000000000187e-02 7.315000000000000391e-01 1.026100000000000012e+00 6.631000000000000227e-01
4.553000000000000380e-01 3.334999999999999770e-02 5.309000000000000385e-01 8.895000000000000684e-01 7.701000000000000068e-01
1.529000000000000081e-01 3.581000000000000155e-02 8.789000000000000146e-01 9.214999999999999858e-01 9.745000000000000329e-01
1.441000000000000059e-01 4.535000000000000142e-02 5.094999999999999529e-01 1.081900000000000084e+00 9.118999999999999329e-01
3.935000000000000719e-01 6.826999999999999735e-02 7.795000000000000817e-01 1.048100000000000032e+00 9.406999999999999806e-01
1.527000000000000024e-01 4.347000000000000169e-02 7.123000000000000442e-01 1.145699999999999941e+00 7.457000000000000295e-01
4.309000000000000608e-01 6.475000000000000200e-02 5.718999999999999639e-01 8.615000000000000435e-01 7.233000000000000540e-01
4.235000000000000986e-01 5.515000000000000457e-02 6.055000000000000382e-01 1.147299999999999986e+00 6.402999999999999803e-01
1.221000000000000141e-01 5.449000000000000371e-02 5.681000000000000494e-01 1.115099999999999980e+00 6.496999999999999442e-01
2.165000000000000258e-01 4.427000000000000379e-02 8.237000000000000988e-01 8.351000000000000645e-01 6.471000000000000085e-01
2.503000000000000225e-01 6.095000000000000417e-02 7.684999999999999609e-01 9.935000000000000497e-01 9.071000000000000174e-01
1.235000000000000125e-01 6.571000000000000452e-02 6.678999999999999382e-01 1.150700000000000056e+00 7.375000000000000444e-01
1.738999999999999990e-01 4.225000000000000283e-02 6.452999999999999847e-01 1.133499999999999952e+00 7.789000000000000368e-01
1.541000000000000147e-01 6.035000000000000780e-02 6.749000000000000554e-01 8.603000000000000647e-01 9.735000000000000320e-01
1.980999999999999983e-01 3.550999999999999990e-02 8.761000000000001009e-01 1.192099999999999937e+00 6.551000000000000156e-01
2.679000000000000270e-01 3.257000000000000173e-02 6.010999999999999677e-01 8.573000000000000620e-01 7.941000000000000281e-01
3.477000000000000091e-01 3.756999999999999923e-02 5.775000000000000133e-01 1.065099999999999936e+00 9.433000000000000274e-01
3.867000000000000437e-01 6.461000000000000076e-02 7.553000000000000824e-01 1.052300000000000013e+00 7.821000000000000174e-01
1.960999999999999965e-01 4.087000000000000355e-02 6.614999999999999769e-01 1.136099999999999888e+00 8.497000000000000108e-01
4.555000000000000160e-01 6.235000000000000958e-02 6.187000000000000277e-01 8.887000000000000455e-01 8.514999999999999236e-01
1.313000000000000000e-01 6.723000000000001197e-02 5.903000000000000469e-01 1.088100000000000067e+00 9.254999999999999893e-01
4.313000000000000167e-01 5.407000000000000695e-02 5.269000000000000350e-01 9.224999999999999867e-01 6.504999999999999671e-01
4.124999999999999778e-01 4.817000000000000448e-02 7.472999999999999643e-01 8.623000000000000664e-01 8.530999999999999694e-01
4.889000000000000012e-01 5.439000000000000778e-02 7.704999999999999627e-01 1.000299999999999967e+00 6.064999999999999281e-01
2.357000000000000206e-01 3.806999999999999967e-02 7.417000000000000259e-01 1.112099999999999866e+00 9.969000000000000083e-01
4.773000000000000576e-01 3.873000000000000054e-02 5.469000000000000528e-01 8.630999999999999783e-01 9.633000000000000451e-01
1.761000000000000065e-01 4.223000000000000365e-02 7.979000000000000536e-01 1.074500000000000011e+00 9.660999999999999588e-01
3.306999999999999940e-01 6.183000000000000301e-02 5.050999999999999934e-01 8.567000000000000171e-01 8.805000000000000604e-01
2.722999999999999865e-01 4.863000000000000655e-02 7.622999999999999776e-01 1.162700000000000067e+00 7.777000000000000579e-01
3.094999999999999973e-01 3.055000000000000077e-02 5.788999999999999702e-01 1.099299999999999944e+00 7.290999999999999703e-01
2.570999999999999952e-01 6.429000000000001380e-02 8.741000000000000991e-01 1.087699999999999889e+00 9.897000000000000242e-01
2.119000000000000328e-01 4.695000000000000562e-02 8.385000000000000231e-01 9.815000000000000391e-01 6.584999999999999742e-01
3.233000000000000318e-01 4.475000000000000505e-02 6.811000000000000387e-01 1.148099999999999898e+00 7.058999999999999719e-01
3.835000000000000631e-01 4.605000000000000066e-02 8.057000000000000828e-01 8.423000000000000487e-01 9.299000000000000599e-01
1.769000000000000017e-01 3.252999999999999642e-02 8.815000000000000613e-01 9.718999999999999861e-01 7.619000000000000217e-01
2.719000000000000306e-01 6.879000000000000392e-02 8.643000000000000682e-01 1.104700000000000015e+00 7.862999999999999989e-01
1.207000000000000017e-01 5.815000000000000724e-02 7.469000000000000083e-01 9.778999999999999915e-01 8.785000000000000586e-01
1.089000000000000107e-01 6.127000000000000501e-02 5.655000000000000027e-01 1.101499999999999924e+00 9.114999999999999769e-01
1.671000000000000263e-01 3.615000000000000158e-02 7.457000000000000295e-01 1.094899999999999984e+00 7.647000000000000464e-01
3.503000000000000558e-01 5.841000000000000358e-02 8.146999999999999797e-01 1.023900000000000032e+00 6.319000000000000172e-01
3.195000000000000062e-01 4.823000000000000204e-02 6.482999999999999874e-01 9.007000000000000561e-01 7.913000000000000034e-01
4.102999999999999980e-01 5.489000000000000129e-02 7.777000000000000579e-01 1.187699999999999978e+00 9.286999999999999700e-01
2.749000000000000332e-01 5.735000000000001208e-02 8.612999999999999545e-01 1.079099999999999948e+00 8.256999999999999895e-01
1.143000000000000127e-01 3.611000000000000321e-02 5.663000000000000256e-01 1.082899999999999974e+00 7.242999999999999439e-01
3.110999999999999877e-01 6.626999999999999558e-02 5.546999999999999709e-01 8.366999999999999993e-01 6.744999999999999885e-01
2.497000000000000053e-01 6.921000000000000763e-02 8.914999999999999591e-01 1.093700000000000117e+00 6.586999999999999522e-01
3.373000000000000442e-01 3.779000000000000414e-02 6.401000000000000023e-01 8.835000000000000631e-01 6.154999999999999361e-01
3.583000000000000629e-01 3.787000000000000088e-02 8.525000000000000355e-01 9.725000000000000311e-01 7.370999999999999774e-01
4.133000000000000007e-01 4.595000000000000473e-02 5.419000000000000483e-01 8.618999999999999995e-01 8.285000000000000142e-01
3.296999999999999931e-01 5.303000000000000769e-02 6.345000000000000639e-01 8.752999999999999670e-01 7.447000000000000286e-01
1.708999999999999964e-01 5.029000000000000137e-02 6.419000000000000261e-01 8.783000000000000806e-01 7.063000000000000389e-01
2.249000000000000166e-01 4.953000000000000458e-02 8.909000000000000252e-01 9.354999999999999982e-01 6.694999999999999840e-01
4.401000000000000467e-01 4.141000000000000236e-02 6.985000000000000098e-01 8.705000000000000515e-01 9.581000000000000627e-01
3.366999999999999993e-01 4.206999999999999629e-02 6.000999999999999668e-01 1.068699999999999983e+00 7.986999999999999655e-01
4.633000000000000451e-01 4.227000000000000202e-02 6.833000000000000185e-01 8.286999999999999922e-01 6.893000000000000238e-01
1.935000000000000053e-01 5.183000000000000107e-02 7.511000000000001009e-01 9.750999999999999668e-01 6.875000000000000000e-01
4.067000000000000615e-01 6.523000000000001020e-02 5.878999999999999782e-01 1.165499999999999980e+00 8.498999999999999888e-01
1.455000000000000182e-01 6.245000000000000551e-02 6.332999999999999741e-01 1.033500000000000085e+00 9.326999999999999735e-01
2.579000000000000181e-01 3.425000000000000266e-02 6.247000000000000330e-01 1.147100000000000009e+00 6.074999999999999289e-01
4.376999999999999780e-01 6.599000000000000699e-02 8.632999999999999563e-01 1.173100000000000032e+00 7.831000000000000183e-01
3.291000000000000592e-01 6.573000000000001064e-02 5.676999999999999824e-01 1.068899999999999961e+00 8.299000000000000821e-01
4.823000000000000620e-01 5.019000000000000544e-02 5.062999999999999723e-01 9.491000000000000547e-01 7.622999999999999776e-01
3.573000000000000620e-01 5.321000000000000035e-02 6.891000000000000458e-01 9.740999999999999659e-01 8.248999999999999666e-01
4.084999999999999742e-01 4.083000000000000518e-02 5.748999999999999666e-01 1.026699999999999946e+00 8.118999999999999551e-01
1.834999999999999964e-01 5.625000000000000833e-02 5.292999999999999927e-01 1.020299999999999985e+00 8.286999999999999922e-01
2.857000000000000650e-01 4.524999999999999856e-02 6.162999999999999590e-01 1.085099999999999953e+00 8.510999999999999677e-01
1.461000000000000076e-01 3.831000000000000377e-02 6.499000000000000332e-01 1.012899999999999912e+00 8.962999999999999856e-01
2.897000000000000686e-01 4.665000000000000396e-02 5.070999999999999952e-01 1.095899999999999874e+00 8.064999999999999947e-01
